School Number,School Name,Address,Suburb,Postcode,Latitude,Longitude
1696,Kenmore Park Anangu School,,Kenmore Park,872,-26.327125,132.446228
1698,Mount Gambier Children's Centre,Mulga Street,Mount Gambier,5290,-37.811741,140.760307
1699,Beafield EC McKay Avenue Campus,McKay Avenue,Windsor Gardens,5087,-34.860757,138.657925
1715,Huntfield Heights CPC,78 Melsetter Road,Huntfield Heights,5163,-35.154545,138.518125
1716,Challa Gardens Child Parent Centre,Humphries Terrace,Kilkenny,5009,-34.877819,138.554485
1732,Elizabeth North Preschool,141 Woodford Road,Elizabeth North,5113,-34.703667,138.674651
1734,Mallala Preschool,28 Owen Road,Mallala,5502,-34.434403,138.510525
1776,Woodcroft Primary School,1-23 Investigator Drive,Woodcroft,5162,-35.10505,138.556331
1777,The Pines School,42 Andrew Smith Drive,Parafield Gardens,5107,-34.773316,138.607722
1778,Northfield Child Parent Centre,North Avenue,Northfield,5085,-34.848938,138.620003
1782,East Murray Preschool,1182 East Murray Area School Road,Mindarie,5309,-34.815955,140.216073
1783,Flinders View Child Parent Centre,Chinnery Street,Port Augusta West,5700,-32.472765,137.754341
1784,Freeling Preschool,Coulls Street,Freeling,5372,-34.457776,138.810725
1785,One Tree Hill Preschool,"One Tree Hill Primary School, McGilp Road",One Tree Hill,5114,-34.713577,138.766457
1786,Renmark North Preschool,Warrego Street,Renmark North,5341,-34.126424,140.711668
1787,Warooka Child Parent Centre,47 Main Street,Warooka,5577,-34.990339,137.398998
1789,The Pines Child Parent Centre,42 Andrew Smith Drive,Parafield Gardens,5107,-34.772737,138.607689
1790,Pipalyatjara Anangu Preschool,,Pipalyatjara,872,-26.1662,129.169979
1792,Kaurna Plains School,85 Ridley Road,Elizabeth,5112,-34.725684,138.66456
1794,Mintabie Area School,Airport Road,Mintabie,5724,-27.315532,133.290422
1798,Ernabella Anangu Child Parent Centre,,Ernabella,872,-26.266359,132.14184
1800,Australian Science & Mathematics Sch,Sturt Road,Bedford Park,5042,-35.025081,138.573489
1801,Port Lincoln Special School,Barley Road,Port Lincoln,5606,-34.741941,135.846117
1802,School of Languages,255 Torrens Road,West Croydon,5008,-34.922722,138.570802
1817,Roxby Downs Area School,7 Richardson Place,Roxby Downs,5725,-30.560299,136.897084
1829,Littlehampton Preschool,16-30 Baker Street,Littlehampton,5250,-35.049228,138.868164
1830,Houghton Preschool,1376 Lower North East Road,Houghton,5131,-34.831013,138.758898
1832,SA Maritime Museum-Ed Service,119 Lipson Street,Port Adelaide,5015,-34.83296,138.52278
1834,Golden Grove High School,1 Adey Place,Golden Grove,5125,-34.792874,138.696789
1838,Kenmore Park Child Parent Centre,,Kenmore Park,872,-26.327125,132.446228
1839,Wynn Vale Child Parent Centre,17-19 Sunnybrook Drive,Wynn Vale,5127,-34.800685,138.687269
1841,Oak Valley Aboriginal School CPC,,Oak Valley,5690,-29.270353,130.800256
1844,Burton Primary School,49A Kensington Way,Burton,5110,-34.741477,138.597764
1847,Keithcot Farm Primary School,5 Keithcot Farm Drive,Wynn Vale,5127,-34.800122,138.677195
1848,Golden Grove Primary School,140 Bicentennial Drive,Golden Grove,5125,-34.786314,138.70893
1851,Settlers Farm Campus R-7,23 Barassi Street,Paralowie,5108,-34.756756,138.595629
1854,Blakeview Primary School,Omega Drive,Blakeview,5114,-34.687892,138.699485
1855,Seaford Rise Primary School,Grand Boulevard,Seaford Rise,5169,-35.199247,138.487561
1856,Mimili Child Parent Centre,,Mimili,872,-27.010811,132.722704
1858,Greenwith Primary School,1500 Golden Grove Road,Greenwith,5125,-34.77021,138.720617
1859,Murputja Anangu School,,Murputja Homelands,872,-26.169971,130.184842
1861,Adelaide Centre for Hearing Impaired,West Terrace,Adelaide,5000,-34.925733,138.586678
1863,Beafield Education Centre,90 Beafield Road,Para Hills West,5096,-34.799266,138.650711
1865,Bellevue Heights PS IELC,7-19 Vaucluse Crescent,Bellevue Heights,5050,-35.0277585,138.5885125
1866,Ingle Farm PS IELC,2 Belalie Road,Ingle Farm,5098,-34.8271201,138.6409345
1867,Salisbury North R-7 IELC,38 Bagster Road,Salisbury North,5108,-34.75359089,138.6336081
1868,Thebarton SC New Arrivals Program,Ashley Street,Torrensville,5031,-34.91730169,138.5627975
1869,Pennington JPS IELC,Harrison Road,Pennington,5013,-34.861655,138.532294
1870,Pennington PS IELC,Butler Avenue,Pennington,5013,-34.857487,138.532493
1874,Gilles St PS IELC,91 Gilles Street,Adelaide,5000,-34.9343927,138.6037474
1876,Hewett Primary School,Kingfisher Drive,Hewett,5118,-34.575404,138.751078
1878,Murputja Child Parent Centre,,Murputja Homelands,872,-26.169974,130.18481
1879,Playford Primary School,216-220 Adams Road,Craigmore,5114,-34.689693,138.713031
1881,Sturt Street Community School,221-239 Sturt Street,Adelaide,5000,-34.933817,138.590211
1882,Kangaroo Island Community Education,5 Centenary Avenue,Kingscote,5223,-35.65122575,137.6332506
1883,Disability Unit Christies Beach,Morton Road,Christie Downs,5164,-35.136982,138.497694
1884,Eastern Fleurieu R-12 School,11 Callington Road,Strathalbyn,5255,-35.258179,138.903269
1886,Senior Campus - Norwood,505 The Parade,Magill,5072,-34.918267,138.67227
1888,Bowden Brompton CS Torrens Road Cmps,85A Torrens Road,Brompton,5007,-34.895043,138.580071
1889,Bowden Brompton CS Beach Campus,181 Beach Road,Christies Beach,5165,-35.137356,138.492056
1890,Bowden Brompton CS Northern Middle S,55 Downton Avenue,Salisbury North,5108,-34.753533,138.635553
1892,Clovelly Park PS IELC,1 Renown Place,Clovelly Park,5042,-34.998429,138.565416
1893,Richmond PS IELC,8 Surrey Road,Keswick,5035,-34.943391,138.571798
1894,Cowandilla PS IELC,21 Jenkins Street,Cowandilla,5033,-34.934543,138.558874
1895,Blair Athol North School B-7 IELC,Marmion Avenue,Blair Athol,5084,-34.853585,138.598933
1896,East Torrens PS IELC,12 Robson Road,Hectorville,5073,-34.890062,138.6663521
1897,Elizabeth Vale PS IELC,Rollison Road,Elizabeth Vale,5112,-34.746118,138.669137
1898,Goodwood PS IELC,140 Goodwood Road,Goodwood,5034,-34.951478,138.588905
1899,The Pines R-7 IELC,42 Andrew Smith Drive,Parafield Gardens,5107,-34.77288,138.607741
1900,Mark Oliphant College (B-12),99 Douglas Drive,Munno Para,5115,-34.665475,138.683575
1901,John Hartley School (B-7),199 Peachey Road,Smithfield Plains,5114,-34.68023889,138.6736472
1902,Roma Mitchell Secondary College,"Sports Park, Briens Road",Gepps Cross,5094,-34.843058,138.618235
1903,Blair Athol North School B-7,Marmion Avenue,Blair Athol,5084,-34.853585,138.598933
1904,Woodville Gardens School B-7,Ridley Grove,Woodville Gardens,5012,-34.863319,138.55068
1905,Mt Gambier Nth PS IELC,Heath Street,Mount Gambier,5290,-37.81683,140.775534
1906,Morphett Vale Primary School,Lawrence Street,Morphett Vale,5162,-35.107646,138.514521
1907,Reynella East College,63 Malbeck Drive,Reynella East,5161,-35.090666,138.556465
1908,Lake Windemere B-7 School,17 Uraidla Avenue,Salisbury North,5108,-34.740607,138.620474
1909,Elizabeth Downs PS IELC,Heard Street,Elizabeth Downs,5113,-34.698589,138.694874
1910,Hampstead PS IELC,38-56 Muller Road,Greenacres,5086,-34.870813,138.625981
1911,Darlington PS IELC,9-11 White Crescent,Seacombe Gardens,5047,-35.027204,138.546916
1912,Mount Gambier HS New Arrivals Prog,Brownes Road,Mount Gambier,5290,-37.826147,140.765689
1950,Kilkenny PS IELC,Jane Street,West Croydon,5008,-34.890764,138.552731
2001,Northern Learning Together @ Home,23 Crafter Street,Davoren Park,5113,-34.687003,138.664487
2102,Midway Road Community House Vac,48 Midway Road,Elizabeth East,5112,-34.72551,138.680673
2105,Para Hills PS OSHC,2 Frances Avenue,Para Hills,5096,-34.812267,138.654143
2106,Tanunda - Barossa OSHC,Research Road,Tanunda,5352,-34.526253,138.959337
2600,Kaurna Plains CC,85 Ridley Road,Elizabeth,5112,-34.725712,138.664564
2601,Angaston Kindergarten,16 Newcastle Street,Angaston,5353,-34.502708,139.048155
2602,Mawson Lakes Parkway Child Care Ctr,5 Park Way,Mawson Lakes,5095,-34.815508,138.620237
2603,Mawson Lakes Garden Terrace CCC,12-28 Garden Terrace,Mawson Lakes,5095,-34.809165,138.613958
2604,Brahma Lodge Kindergarten Inc,64 The Strand,Brahma Lodge,5109,-34.777876,138.65488
2608,Craigmore Kindergarten,2 Carinya Street,Craigmore,5114,-34.706201,138.704829
2610,Dorothy Hughes Kindergarten,Rolleston Ave,Salisbury North,5108,-34.753559,138.631302
2612,Elizabeth East Kindergarten,90 Hornet Crescent,Elizabeth East,5112,-34.724673,138.679531
2614,Elizabeth Grove Children's Centre,20 Haynes Street,Elizabeth Grove,5112,-34.734272,138.668588
2621,Kaurna Plains Children's Centre,85 Ridley Road,Elizabeth,5112,-34.725684,138.66456
2622,Elsie Ey Children's Centre,23 Kingfisher Drive,Hewett,5118,-34.577223,138.7496
2624,Gawler & Dist College B-12 Chn Ctr,Barnet Road,Evanston,5116,-34.619476,138.736184
2625,Riverview Preschool Centre,44-48 Riverview Drive,Salisbury Downs,5108,-34.767584,138.614059
2627,Angle Vale Preschool,45 Fradd Road,Angle Vale,5117,-34.643884,138.648599
2629,Hamley Bridge Kindergarten,13 Florence Street,Hamley Bridge,5401,-34.354549,138.684929
2630,Ingle Farm Children's Centre,2 Belalie Road,Ingle Farm,5098,-34.831112,138.644273
2633,Kapunda Kindergarten,Beck Street,Kapunda,5373,-34.339059,138.912873
2635,Andrews Farm Community Preschool,Lot 31 President Avenue,Andrews Farm,5114,-34.672113,138.666505
2636,Lantana Kindergarten,45 Lantana Drive,Parafield Gardens,5107,-34.788648,138.606346
2637,Nuriootpa Comm Chn's Ctr CC,14 Park Avenue,Nuriootpa,5355,-34.47155,138.997679
2638,Liberman Kindergarten,41 Liberman Road,Para Hills,5096,-34.80572,138.65716
2639,Salisbury Downs Preschool Centre,12 Donegal Street,Salisbury Downs,5108,-34.776852,138.624938
2640,Madison Park Kindergarten,29 Piccadilly Road,Salisbury East,5109,-34.779275,138.670525
2642,Manor Farm Kindergarten,32 Melville Road,Salisbury East,5109,-34.791687,138.658213
2645,Munno Para Kindergarten,14 Karinga Crescent,Munno Para,5115,-34.671817,138.6971
2650,Ernabella Children and Family Centre,,Ernabella,872,-26.266359,132.14184
2651,Para Hills West Preschool,69 Kesters Road,Para Hills West,5096,-34.804501,138.644971
2653,Eudunda Community Preschool,Morgan Road,Eudunda,5374,-34.180855,139.09133
2654,Parafield Gardens Children's Centre,9 Casuarina Drive,Parafield Gardens,5107,-34.785192,138.616383
2655,Paralowie Kindergarten,13 Yalumba Drive,Paralowie,5108,-34.757277,138.620671
2656,Pooraka Community Kindergarten,14 McCarthy Court,Pooraka,5095,-34.82926,138.621747
2667,Salisbury Kindergarten,12 Ann Street,Salisbury,5108,-34.763161,138.648715
2668,Salisbury Park  Kindergarten,5 Wildwood Drive,Salisbury Park,5109,-34.760632,138.670505
2669,Salisbury Lutheran Kindergarten,10 Waterloo Corner Road,Salisbury,5108,-34.763123,138.638936
2670,Salisbury Heights Preschool,5-9 Stanford Road,Salisbury Heights,5109,-34.764323,138.680848
2672,Sir Thomas Playford Kindergarten,136 Goodman Road,Elizabeth South,5112,-34.733829,138.658038
2673,Smithfield Plains Kindergarten,Bald Street,Smithfield Plains,5114,-34.676123,138.678726
2675,Tanunda Kindergarten Association,MacDonnell Street,Tanunda,5352,-34.525203,138.960786
2676,Two Wells Community Children's Ctr,27A Gawler Road,Two Wells,5501,-34.593771,138.51368
2677,Valley View Kindergarten,Geoffrey Avenue,Valley View,5093,-34.842462,138.65415
2678,Two Wells Community Children's Ct CC,27A Gawler Road,Two Wells,5501,-34.593771,138.51368
2681,Zion Preschool Centre,24 Cowan Street,Gawler,5118,-34.597016,138.745097
2686,Minlaton District Early Learning Ctr,1 West Terrace,Minlaton,5575,-34.769286,137.592575
2691,Gawler East Preschool Centre,Finch Road,Gawler,5118,-34.597384,138.76217
2692,Lyndoch Valley Family Centre,8 William Street,Lyndoch,5351,-34.60431,138.885491
2693,Settlers Farm Campus Kindergarten,2 Du Villars Street,Paralowie,5108,-34.755874,138.594776
2694,Burton Park Preschool,Brookfield Avenue,Burton,5110,-34.741477,138.597764
2696,Adams Road Children's Centre,33 Adams Road,Craigmore,5114,-34.688119,138.711775
2697,Blakeview Preschool,Omega Drive,Blakeview,5114,-34.687725,138.700427
2703,Goodstart EL Paralowie Kings Road,254 Kings Road,Paralowie,5108,-34.765465,138.603098
2706,Kadina Child Care Centre,19 Doswell Terrace,Kadina,5554,-33.960677,137.713271
2707,St Francis Community Ch Ctr,306 Waterloo Corner Road,Paralowie,5108,-34.745296,138.612791
2708,The Pines Community Children's Ctr,14 Hemming Street,Parafield Gardens,5107,-34.773,138.608621
2709,Salisbury Campus Child Care Centre,31-41 Birch Avenue,Salisbury East,5109,-34.772963,138.66705
2710,Cheeky Monkey's ELC Child Care,24 Keller Road,Salisbury East,5109,-34.794004,138.656381
2711,Oasis Community Children's Centre,27 Ann Street,Salisbury,5108,-34.764749,138.648008
2712,New Friends CCC - Salisbury Heights,41 The Grove Way,Salisbury Heights,5109,-34.768034,138.673403
2722,TAFE SA - Elizabeth Campus CCC,Woodford Road,Elizabeth,5112,-34.713319,138.669144
2724,Roseworthy Campus Child Care Centre,Callaghan Building,Roseworthy,5371,-34.521313,138.679024
2728,Hillbank Community Children's Centre,Penarth Court,Hillbank,5112,-34.731487,138.684466
2730,Pooraka Community Child Care Centre,23-27 South Terrace,Pooraka,5095,-34.83401,138.614458
2731,Para Hills West Montessori Preschool,Balkara Road,Para Hills West,5096,-34.799952,138.652978
2736,Gawler Community Child Care Centre,Finch Road,Gawler East,5118,-34.597278,138.761499
2738,Goodstart EL Pooraka,124 Henderson Avenue,Pooraka,5095,-34.823483,138.622631
2739,Goodstart EL Penfield,Lot 10 Argent Road,Penfield,5121,-34.690667,138.628483
2742,Highway CC & Early Learning Centre,267 Salisbury Highway,Salisbury Downs,5108,-34.775925,138.628767
2801,Country Central FDC Scheme,20 Langford Drive,Elizabeth,5112,-34.720659,138.66503
2808,Berri Family Day Care,3 Kay Avenue,Berri,5343,-34.284636,140.602649
2809,Northside Family Day Care Scheme,20 Langford Drive,Elizabeth,5112,-34.720659,138.66503
2903,Wasleys Playcentre,Annie Terrace,Wasleys,5400,-34.471483,138.680274
2906,Owen Playcentre,Fourth Street,Owen,5460,-34.271592,138.543232
2907,Robertstown Preschool,Corey Street,Robertstown,5381,-33.989391,139.08385
2909,Truro Playcentre,1 Burr Street,Truro,5356,-34.41122,139.126375
2999,St Peter's College Early Learning,North Terrace,St Peters,5069,-34.915028,138.614522
3002,Strathalbyn Children's Centre,1A Burkett Drive,Strathalbyn,5255,-35.259013,138.905539
3004,Community Kids McLaren Vale Early Ed,224-226 Main Road,McLaren Vale,5171,-35.212138,138.534132
3005,Clare Valley Children's Centre CC,Inchiquin Road,Clare,5453,-33.838952,138.616299
3006,Goodstart EL Aberfoyle Pk,1 Windebanks Road,Aberfoyle Park,5159,-35.080661,138.584405
3007,Goodstart EL Sheidow Park Young St,1A Young Street,Sheidow Park,5158,-35.076802,138.536281
3009,Our Lady of the Visitation OSHC/Vac,433 Victoria Road,Taperoo,5017,-34.805225,138.500193
3011,University of South Australia,North Terrace,Adelaide,5000,-34.923099,138.590946
3012,Montessori Children's Ctr Seacliff,41 Kauri Parade,Seacliff,5049,-35.034383,138.521783
3013,University of SA:City East Campus,North Terrace,Adelaide,5000,-34.920024,138.606662
3014,University of SA:City West Campus,North Terrace,Adelaide,5000,-34.923099,138.590946
3015,University of SA:Magill Campus,St Bernard's Road,Magill,5072,-34.909576,138.675621
3017,University of SA:Mawson Lakes Campus,Mawson Lakes Boulevard,Mawson Lakes,5095,-34.810335,138.621805
3018,University of SA:Whyalla Campus,Nicolson Avenue,Whyalla Norrie,5608,-33.031429,137.546477
3019,University of Adelaide,North Terrace,University of Adelaide,5005,-34.919085,138.604304
3020,University of Adelaide:Roseworthy,Callaghan Building,Roseworthy,5371,-34.521995,138.681939
3021,Uni of Adelaide:Thebarton Campus,35-37 Stirling Street,Thebarton,5031,-34.911601,138.571828
3022,University of Adel:The Waite Campus,Waite Road,Urrbrae,5064,-34.967461,138.631211
3024,Outback Childcare SA,59 Power Crescent,Port Augusta,5700,-32.495897,137.785314
3025,The Hills Montessori School Inc,12 Anderson Road,Aldgate,5154,-35.012925,138.748722
3026,tafeSA  Roseworthy Campus,"Building F3, Adelaide Uni Roseworthy Campus",Roseworthy,5371,-34.521313,138.679024
3027,Sturt St Community School CCC,221-239 Sturt Street,Adelaide,5000,-34.933817,138.590211
3028,Community Kids Blossomvale Early Ed,1 Aldersey Street,McLaren Vale,5171,-35.220238,138.5441624
3029,Stepping Stone Kidman Park Childcare,346 Grange Road,Kidman Park,5025,-34.906924,138.5288423
3030,Chancery Lane Montessori Preschool,21 Chancery Lane,Adelaide,5000,-34.929285,138.603627
3031,Prince Alfred College Early Learning,The Parade West,Kent Town,5067,-34.921657,138.620032
3032,TRY Playford Children's Centre,3 Langford Drive,Elizabeth,5112,-34.720828,138.664236
3033,Daws Road Early Learning Centre,155-157 Daws Road,St Marys,5042,-34.992694,138.5783
3111,Aberfoyle Campus Schools OSHC,2 Campus Drive,Aberfoyle Park,5159,-35.06784,138.59476
3137,Woodcroft College OSHC,"Woodcroft College, Bains Road",Woodcroft,5162,-35.113443,138.543829
3600,The Hub Preschool-Hub Drive,Hub Drive,Aberfoyle Park,5159,-35.078096,138.59404
3601,The Hub Preschool - Taylors Road,36 Taylors Road,Aberfoyle Park,5159,-35.073909,138.58757
3602,Aberfoyle Park Campus Preschool,11 Budapest Road,Aberfoyle Park,5159,-35.06446,138.602399
3603,Aldinga Community Kindergarten,63 Butterworth Road,Aldinga Beach,5173,-35.273947,138.452876
3604,Hallett Cove Preschool,15 Zwerner Drive,Hallett Cove,5158,-35.075678,138.517799
3605,Morphett Vale East Kindergarten,1 Archer Court,Morphett Vale,5162,-35.120468,138.531839
3606,Ascot Park Kindergarten,630 Marion Road,Park Holme,5043,-34.986281,138.556092
3607,Noarlunga Downs Preschool,Canterbury Crescent,Noarlunga Downs,5168,-35.150168,138.49621
3608,Ballara Park Kindergarten,9 Ormonde Avenue,Warradale,5046,-35.006449,138.535292
3610,Bains Road Preschool,10 Gum Court,Morphett Vale,5162,-35.114397,138.542368
3612,Brentwood Drive Kindergarten,79 Brentwood Drive,Huntfield Heights,5163,-35.150572,138.506776
3614,Calvary Kindergarten,5 Windsong Court,Morphett Vale,5162,-35.136759,138.510869
3615,Chandlers Hill Kindergarten,2 Education Road,Happy Valley,5159,-35.086724,138.584125
3616,Christie Downs Kindergarten,14 Charles Street,Christie Downs,5164,-35.131159,138.491504
3617,Christies North Kindergarten,27 Shepherd Road,Christies Beach,5165,-35.131683,138.482217
3618,Seaford Rise Children's Centre,178 Grand Boulevard,Seaford Rise,5169,-35.200073,138.487121
3619,Strathalbyn Kindergarten Outreach,1A Burkett Drive,Strathalbyn,5255,-35.259013,138.905539
3620,Clarendon Kindergarten,82 Grants Gully Road,Clarendon,5157,-35.110415,138.632103
3621,Coorara Preschool Centre,22 Matison Road,Morphett Vale,5162,-35.131005,138.541037
3622,Coromandel Valley Kindergarten,9 Sean Court,Coromandel Valley,5051,-35.049064,138.622124
3624,Darlington Children's Centre,12A Kurrajong Place,Seacombe Gardens,5047,-35.026403,138.547363
3625,Woodcroft Heights Children's Centre,25 Investigator Drive,Woodcroft,5162,-35.106587,138.556962
3626,Ladybird Manor Montessori Child Care,121-139 Grote Street,Adelaide,5000,-34.929302,138.594447
3627,Yankalilla Community Children's Ctr,208-210 Main South Road,Yankalilla,5203,-35.453957,138.332073
3629,Flagstaff Hill Kindergarten,15 Renwick Street,Flagstaff Hill,5159,-35.047091,138.581218
3630,Flagstaff Oval Kindergarten,York Drive,Flagstaff Hill,5159,-35.052648,138.596644
3632,Frieda Corpe Community Kindergarten,42 Benny Avenue,Port Noarlunga,5167,-35.144175,138.471406
3635,Goolwa Children's Centre,Brooking Street,Goolwa,5214,-35.497832,138.782318
3636,Hackham East Kindergarten,Arnold Drive,Hackham,5163,-35.138206,138.533233
3638,Hackham West Children's Centre,9 Vintners Walk,Hackham West,5163,-35.145281,138.519023
3640,Happy Valley Kindergarten,12B Regency Road,Happy Valley,5159,-35.088255,138.564645
3641,Forbes Children's Centre,80 Thomas Street,South Plympton,5038,-34.978139,138.557598
3642,Fleurieu Occasional Comm Chn's Ctr,Alexander Kelly Drive,Noarlunga Centre,5168,-35.139519,138.498124
3645,Hallett Cove Karrara Kindergarten,45 Barramundi Drive,Hallett Cove,5158,-35.068215,138.518385
3647,Madge Sexton Kindergarten,249 Main Road,McLaren Vale,5171,-35.21939,138.541095
3649,Mary Bywaters Memorial Kindergarten,54 Corn Street,Reynella,5161,-35.090203,138.542753
3654,Mitchell Park Kindergarten,Lanark Avenue,Mitchell Park,5043,-35.01215,138.564923
3657,Morphett Vale Preschool Kindergarten,20 Venning Street,Morphett Vale,5162,-35.113537,138.52437
3658,Seaford District Comm Chn's Ctr Inc,600 Grand Boulevard,Seaford,5169,-35.185808,138.481438
3661,Mount Compass Preschool Centre,Oval Road,Mount Compass,5210,-35.349594,138.618858
3664,O'Halloran Hill Kindergarten,Wren Street,O'Halloran Hill,5158,-35.065802,138.556211
3665,O'Sullivan Beach Children's Centre,51A Galloway Road,O'Sullivan Beach,5166,-35.124449,138.48123
3666,Oaklands Estate Kindergarten,16 Pethick Terrace,Marion,5043,-34.997541,138.550359
3674,Reynella Kindergarten,28 Thames Drive,Reynella,5161,-35.099207,138.527824
3683,Seaford K-7 Campus Preschool,39 Jane Street,Port Noarlunga South,5167,-35.175841,138.472256
3684,Seaview Downs Kindergarten,5A Hume Street,Seaview Downs,5049,-35.031413,138.535099
3686,Trott Park Kindergarten,8 Hessing Crescent,Trott Park,5158,-35.070451,138.538428
3687,Morphett Vale Primary Sch-Preschool,Lawrence Street,Morphett Vale,5162,-35.107646,138.514521
3688,Strathalbyn Kindergarten,9 Coronation Road,Strathalbyn,5255,-35.260713,138.886856
3689,Woodend Children's Centre,20 Bathbank Crescent,Sheidow Park,5158,-35.080114,138.53526
3690,Moana Kindergarten,Schooner Road,Seaford,5169,-35.191544,138.47426
3695,Plympton South Kindergarten,13 Yapinga Street,South Plympton,5038,-34.969961,138.561157
3696,Victor Harbor Community Kindergarten,1 Oval Street,Victor Harbor,5211,-35.556983,138.615636
3697,Port Elliot Kindergarten,5 Wright Street,Port Elliot,5212,-35.529976,138.678196
3698,Warradale Kindergarten,Cnr Cairns Ave & Wyndham St,Warradale,5046,-35.016098,138.537378
3699,Willunga Preschool,Station Road,Willunga,5172,-35.270268,138.551092
3700,Goodstart EL Parafield Gardens,121 Shepherdson Road,Parafield Gardens,5107,-34.780561,138.607179
3703,Goldilocks Child Care Centre,1 Portland Avenue,Sturt,5047,-35.027076,138.554447
3704,Camden Community Child Care,7 Carlisle Street,Camden Park,5038,-34.971376,138.539041
3705,Victor Harbor Child Care Centre,Bay Road,Victor Harbor,5211,-35.561788,138.606072
3706,Tiny Tots Academy - Morphett Vale,96 Main South Road,Morphett Vale,5162,-35.128139,138.524055
3707,Reynella Community Children's Centre,65 Concord Drive,Reynella,5161,-35.100471,138.536406
3708,Goodstart EL Magill,38-40 Moules Road,Magill,5072,-34.902748,138.680084
3710,Warradale Community CC - Warradale,362 Morphett Road,Warradale,5046,-35.003877,138.539449
3711,Lady Gowrie Child Centre Inc,39A Dew Street,Thebarton,5031,-34.918095,138.572709
3712,Kerry Street Early Learning Centre,9 Kerry Street,Christies Beach,5165,-35.136528,138.485315
3713,Nanna's CCC - Camille Street,31 Camille Street,Hallett Cove,5158,-35.082624,138.511204
3715,Yankalilla Community Chn Ctr CC,208-210 Main South Road,Yankalilla,5203,-35.453957,138.332073
3716,Aberfoyle Hub Comm Children's Centre,34 Taylors Road West,Aberfoyle Park,5159,-35.073607,138.591192
3717,Noarlunga CCC - Windsong Court,5 Windsong Court,Morphett Vale,5162,-35.136759,138.510869
3719,Goodstart EL Sheidow Park Hutt Close,1 Hutt Close,Sheidow Park,5158,-35.075729,138.523437
3720,Goolwa Children's Centre CC,Brooking Street,Goolwa,5214,-35.497832,138.782318
3721,Seaford Early Learning Centre 1,1 Aldam Road,Port Noarlunga South,5167,-35.177024,138.476139
3722,Goodstart EL Clapham,89 Springbank Road,Clapham,5062,-34.989778,138.603429
3723,Kidz @ Woodcroft Child Care Centre,234 Pimpala Road,Woodcroft,5162,-35.103976,138.557076
3724,Snow White Kindergarten & LDC Centre,99-107 Main South Road,Reynella,5161,-35.098513,138.532993
3725,Sturt Child Care Centre,151 Sturt Road,Dover Gardens,5048,-35.018561,138.540392
3726,Goodstart EL Glenelg,122-126 Tapleys Hill Road,Glenelg North,5045,-34.965591,138.517043
3728,Goodstart EL Bedford Pk,Hugh Cairns Avenue,Bedford Park,5042,-35.018467,138.563299
3729,Goodstart EL Melrose Pk,135 Edward Street,Melrose Park,5039,-34.978234,138.577297
3730,Marino Early Learners,35 Angas Crescent,Marino,5049,-35.043806,138.517531
3731,Noarlunga CCC - Alexander Kelly Dr,Alexander Kelly Drive,Noarlunga Centre,5168,-35.139675,138.498835
3734,Seaford Early Learning Centre 2,2 Aldam Road,Seaford,5169,-35.177552,138.476189
3735,Lady Gowrie CCC Underdale Campus,10 Arthur Lemon Drive,Underdale,5032,-34.914713,138.547723
3736,Nanna's CCC - Babyhouse,235 The Cove Road,Hallett Cove,5158,-35.080897,138.507157
3737,Diagonal Road Community CCC,326-328 Diagonal Road,Sturt,5047,-35.019598,138.550339
3739,NACYS Child Care Centre,Oldford Street,Davoren Park,5113,-34.696723,138.664372
3742,Happy Valley Comm Children's Centre,Linda Street,Happy Valley,5159,-35.087308,138.564392
3743,Scotch College Adelaide CCC,Albert Street,Mitcham,5062,-34.97991,138.620437
3745,Aldinga Community Children's Centre,63 Butterworth Road,Aldinga Beach,5173,-35.273947,138.452876
3748,Murray Bridge World of Learning,42 Clara Street,Murray Bridge,5253,-35.120695,139.268622
3749,Emu Community Children's Centre Inc,52 Wheatsheaf Road,Morphett Vale,5162,-35.126354,138.530543
3750,Goodstart EL Paralowie Yalumba Drive,27-29 Yalumba Drive,Paralowie,5108,-34.757533,138.61931
3752,Warradale Community CC - Park Holme,1A Duncan Avenue,Park Holme,5043,-34.991108,138.556385
3753,Hallett Cove Comm Chns Centre Inc,5 Ramrod Avenue,Hallett Cove,5158,-35.075935,138.517379
3754,Community Kids Kadina Early Educ,58 Port Road,Kadina,5554,-33.959984,137.6974845
3755,Precious Cargo Montessori CC & ELC,79-83 Stephen Terrace,St Peters,5069,-34.901332,138.6198348
3756,First Steps @ West Lakes,178-180 Tapleys HIll Road,Royal Park,5014,-34.879096,138.5123874
3757,Goodstart EL Mt Gambier,19-25 Queens Avenue,Mount Gambier,5290,-37.819052,140.7825712
3758,Woodcroft Little Learners,Cnr Bains & Panalatinga Roads,Morphett Vale,5162,-35.112544,138.547531
3760,TAFE SA - O'Halloran Hill Campus CCC,Majors Road,O'Halloran Hill,5158,-35.052924,138.553377
3761,Southern Barossa Community CC,208 Lyndoch Valley Road,Lyndoch,5351,-34.619974,138.892634
3762,Hands on Learning Children's Centre,182 Aldinga Beach Road,Aldinga,5173,-35.279163,138.462499
3763,Precious Cargo - Myrtle Bank,3 Fisher Street,Myrtle Bank,5064,-34.959,138.62971
3764,Early Steps Child Care Centre,346-348 Montague Road,Para Vista,5093,-34.829241,138.6623501
3765,O'Halloran Hill Child Care Pty Ltd,Majors Road,O'Halloran Hill,5158,-35.052924,138.553377
